name
Paramore
PARTYNEXTDOOR
Pearl Jam
Pinhani
✦ pink cig ✦
Pinkfong (핑크퐁)
Pink Guy
Pink Martini
PinkPantheress
Pinkshift
Pink Siifu
Pink Sweat$
Pino D'Angiò
Pino Daniele
PINQ
PINQ & OG Buda
PINQ & SEEMEE
"PINQ, MAYOT, YUNGWAY, LOVV66, Scally Milano & uglystephan"
Пионерлагерь Пыльная Радуга (Pionerlager' Pyl'naya Raduga)
Piotr Cartman
Pip Millett
Pippo Sowlo
​​piri & tommy
Pisse
Pitbull
Pitbull & Ne-Yo
"Pitbull, AYYBO & ero808"
Pitchfork
Pitch Perfect 2
Pitfall
Pity Party Girls Club
Pixies
​​​pixie​squad​
PiXXiE
Группа Пицца (Pizza)
Pizzicato Five
Pj Glizzy
PJ Harvey
PJ Morton
PKHAT
Placebo
​plagueinside
Plain White T's
Plan B
Plan B (PR)
​planetboom
Planet Giza
Planetshakers
Planning For Burial
Planxty
Plasterbrain
Платина (Platina) & Дора (Dora)
Платина (Platina) & OG Buda
Plato
The Platters
Plavi Orkestar
Play69
Playa Fly
PlayaPhonk
Playboi Carti & Nicki Minaj
Playboi Carti & UnoTheActivist
Player
​playingtheangel
​playingtheangel & RORY
Playsson
PLAZA
PLC
Pleasure P
Pleasure Systems
Ple Irin
Plies
PlinOfficial
PLK
P-LO
Ploho
PLOHOYPAREN
The Plot In You
Plot Twist
Плага (Pluga)
Plume Latraverse
Plums
Plumtree
+44
Plutonio
PLVTINUM
Пошлая Молли (PM) & Элджей (Eldzhey)
Пошлая Молли (PM) & HOFMANNITA
Пошлая Молли (PM) & Молодой Платон (MP)
P.M. Dawn
PMMP
P Money
"PNAU, Bebe Rexha & Ozuna"
PnB Rock
PnB Rock & XXXTENTACION
Пневмослон (Pneumoslon)
Poco
P.O.D.
Подколение У (Podkolenie U)
Poe
Da Poet
Poets of the Fall
Pogány Induló
Pogo
The Pogues
The Pointer Sisters
Point North
Poison
Poison the Well
Pokahontaz
Pokémon
POL1Z1STENS0HN a.k.a. Jan Böhmermann
Polaris
Pole.
The Police
"Polimá WestCoast, Pailita, Feid, Paloma Mami & De La Ghetto"
Полина Гагарина (Polina Gagarina)
Polkadot Cadaver
Pollari
PollmixaN
ПОЛМАТЕРИ (POLMATERI) & нексюша
​polnalyubvi
Polo & Pan
"Polo G, Stunna 4 Vegas & NLE Choppa"
ПОЛ ПУНШ (POL PUNSH)
Polska Wersja
Polskie tłumaczenia Genius
POLUGHOUL
Полумягкие (Polumyagkie)
Polvo
Polyana & 163ONMYNECK
Polyphia
Pomme
Pomplamoose
Pond
Pony Bradshaw
Ponyphonic
Poo Bear
Pooh Shiesty
Pooh Shiesty & BIG30
Pooja Misrra
Poori
Poor Man's Poison
POORSTACY
Popcaan
Popcaan & Burna Boy
Popcaan & Drake
Popeda
Popek
Pop Evil
Popkiller Młode Wilki
PopLord
Popov
Popp Hunna
Poppy
POPSTARBILLS
​poptropicaslutz!
Pop Will Eat Itself
Pop X
Porçay
Porcelain Black
Porches
PORCHY
Porcupine Tree
Порез на Собаке (Porez na Sobake)
Порнофильмы (Pornofilms)
Porridge Radio
Porta
Portavoz
Porte Diferente
Porter
Porter Robinson
Porter Robinson & Madeon
The Porter's Gate
Porter Wagoner
Porter Wagoner & Dolly Parton
Portion Boys
Portishead
Portugal. The Man
P.O.S.
пош гнаш (posh gnash)
The Postal Service
Post Malone & Swae Lee
Post Malone & The Weeknd
Потап и Настя (Potap & Nastya)
​potsu
Potter Payper
Poundz
Pouya
Pouya & Ghostemane
Powderfinger
Powerman 5000
The Powerpuff Girls
Power Rangers
Power Trip
Powerwolf
Powfu
Powfu & beabadoobee
Poxy Boggards
Pozzi
​ppcocaine
Prabh Deep
Prabh Gill
Pra(Killa'Gramm)
P. Ramlee
Pranav.wav
Pras
Prateek Kuhad
Preashea Hilliard
Precious Jewel Amor
Предтрен (Predtren)
Prefab Sprout
Preme
Premo Rice
Prep
The Presidents of the United States of America
Press2pNick
Pressa
Pretenders
PRETTYMUCH
The Pretty Reckless
Pretty Ricky
Pretty Scream & MAYOT
Pretty Sick
The Pretty Things
Prezident
PRhyme
Priddy Ugly
Primal Scream
Primrose Ripper
Primus
Prince
Prince and the New Power Generation
Prince and the Revolution
Prince Daddy & The Hyena
Prince Ea
Prince of falls
Prince Royce
Princess Chelsea
Princess Nokia
Prince Swanny
Prince Waly
Prinz
Prinz Pi
Priscilla Ahn
Priscilla Bueno
Pritam
Private Paul
Priyanka
PRO8L3M
Problem
The Proclaimers
Procol Harum
Prodígio
The Prodigy
Prodigy of Mobb Deep
Pro Era
Prof
Professor Green
ProfJam
Проект Увечье (Project Mutilation)
Project Pat
​prombl
The Promise Ring
Proof
Proof (MX)
Propaganda
Propagandhi
The PropheC
просто Лера (prosto Lera)
Protest The Hero
Protoje
Protomartyr
The Protomen
Provinz
PR SAD
Prāta Vētra
Prti Bee Gee
Próxima Parada
PRXJEK
Prznt
Pseudo
PS Hitsquad
PSICOLOGI
Psihoaktiv trip
P-Square
PSY
Psy 4 de la Rime
Психея (Psychea)
The Psychedelic Furs
Psychedelic Porn Crumpets
Psychic TV
PSYCHOKID
Psychonaut 4
Psycho Realm
Psychostick
PsychoYP
Psyco M
PSYQUI
P.T. Adamczyk
Птицу ЕМЪ (Pticu EM)
P T K (CZ)
The Pubcrawlers
PUBLIC
Public Enemy
Public Image Ltd.
Public Service Broadcasting
Puddle of Mudd
Puentes
PUFFY
Pulcino Pio
Pulp
Puma Blue
Pumapjl
Punch Brothers
Punchmade Dev
Punkinloveee
панкшоу (punkshow)
PUP
Pur
чистая муть (pure dregs)
Pureojuice
Pure Prairie League
Pure (RUS)
Purity Ring
Purple Mountains
Puscifer
Pusha T & Nigo
​push baby
PUSHER x OSKA030
The Pussycat Dolls
PUSSYKILLER
PUSSYKILLER & ЕГОР НАТС
PUSSYKILLER & Экси (Eksi)
Pussy Riot
Put3ska
Puterrier
Putodiparis
Puya
Puzzle (Fletcher Shears)
PVRIS
PXNDX
PXXR GVNG
​pyatno
Pyhimys
​​pyrokinesis & booker
Python Lee Jackson
P Yungin
""
